reading_device_id,reading_timestamp,bumpiness,image,street_name,lat,long
squid-1,2015-05-16_18.49.05.20,23.35487101,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.11.98.jpg,300-398 Jefferson St,40.7422746068,-74.037125171
squid-1,2015-05-16_18.49.06.00,26.72564312,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.12.78.jpg,300-398 Jefferson St,40.7422743954,-74.0371239204
squid-1,2015-05-16_18.49.06.80,36.61707252,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.13.58.jpg,300-398 Jefferson St,40.7421794199,-74.0372460053
squid-1,2015-05-16_18.49.07.60,57.39067869,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.14.38.jpg,300-398 Jefferson St,40.7421263616,-74.0372626822
squid-1,2015-05-16_18.49.08.40,30.95044426,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.15.17.jpg,300-398 Jefferson St,40.7420670205,-74.0372813338
squid-1,2015-05-16_18.49.09.20,38.45217809,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.15.98.jpg,300-398 Jefferson St,40.7420075086,-74.0373000391
squid-1,2015-05-16_18.49.10.00,27.33953182,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.16.78.jpg,300-398 Jefferson St,40.7419412016,-74.03732088
squid-1,2015-05-16_18.49.10.80,113.8372083,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.17.58.jpg,300-398 Jefferson St,40.7418785092,-74.0373405849
squid-1,2015-05-16_18.49.11.60,161.9627735,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.18.38.jpg,300-398 Jefferson St,40.7418124511,-74.0373613475
squid-1,2015-05-16_18.49.12.40,35.78407467,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.19.18.jpg,300-398 Jefferson St,40.7417489831,-74.0373812961
squid-1,2015-05-16_18.49.13.20,37.97617674,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.19.98.jpg,300-398 Jefferson St,40.7416849103,-74.0374014347
squid-1,2015-05-16_18.49.14.00,32.93053294,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.20.78.jpg,300-398 Jefferson St,40.7416262665,-74.0374198669
squid-1,2015-05-16_18.49.14.80,107.5015814,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.21.58.jpg,300-398 Jefferson St,40.7415734715,-74.0374364607
squid-1,2015-05-16_18.49.15.60,110.2380606,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.22.38.jpg,300-398 Jefferson St,40.7415219643,-74.0374526497
squid-1,2015-05-16_18.49.16.40,37.42218593,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.23.18.jpg,300-398 Jefferson St,40.7414763059,-74.0374670004
squid-1,2015-05-16_18.49.17.20,26.43217736,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.23.98.jpg,300-398 Jefferson St,40.7414383889,-74.037478918
squid-1,2015-05-16_18.49.18.00,33.22679641,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.24.78.jpg,300-398 Jefferson St,40.7414014963,-74.0374905135
squid-1,2015-05-16_18.49.18.80,34.94481364,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.25.57.jpg,300-398 Jefferson St,40.7412797047,-74.03742518
squid-1,2015-05-16_18.49.19.60,52.35446495,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.26.37.jpg,300-398 Jefferson St,40.741279938,-74.0374264649
squid-1,2015-05-16_18.49.22.00,46.82776954,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.28.77.jpg,300-398 Jefferson St,40.7412799173,-74.0374263512
squid-1,2015-05-16_18.49.22.80,49.848671,https://s3-us-west-2.amazonaws.com/argosquid/squid-images-HOBOKEN/2015-05-15_23.55.29.57.jpg,300-398 Jefferson St,40.7412798703,-74.0374260922
